CustomerID,Recency,Frequency,Monetary,Cluster,CustomerType
13174,17,314,2817.03,0,large
13178,27,265,5725.47,0,large
13183,8,94,3957.78,0,large
13184,15,181,1701.29,0,large
13196,12,110,1797.78,0,large
13198,11,226,3401.24,0,large
13199,4,119,9817.12,0,large
13209,31,321,5891.61,0,large
13211,11,56,1197.42,0,large
13225,4,32,6463.84,0,large
13230,5,611,2806.97,0,large
13232,13,207,1357.6,0,large
13246,19,141,1987.3,0,large
13263,2,1677,7454.07,0,large
13266,12,187,3834.26,0,large
13267,3,211,4521.49,0,large
13268,18,440,3214.69,0,large
13269,2,316,5346.23,0,large
13285,24,187,2709.12,0,large
13297,8,59,2089.85,0,large
13305,5,81,2000.86,0,large
13309,8,107,1456.79,0,large
13314,2,62,775.94,0,large
13316,38,87,5977.73,0,large
13318,2,20,640.76,0,large
13319,6,476,10845.55,0,large
13323,4,21,787.85,0,large
13324,37,75,7121.95,0,large
13327,39,108,3627.77,0,large
13340,46,134,10736.48,0,large
13362,10,166,3090.74,0,large
13381,32,172,3639.31,0,large
13384,31,152,4151.93,0,large
13394,2,155,2520.02,0,large
13408,2,478,28117.04,0,large
13418,12,304,6127.43,0,large
13426,1,157,3641.32,0,large
13429,11,67,1006.8,0,large
13435,6,101,3809.89,0,large
13437,15,167,3408.06,0,large
13448,17,195,3539.37,0,large
13451,27,443,2976.15,0,large
13458,8,382,9646.57,0,large
13467,11,99,1083.71,0,large
13468,2,302,5704.97,0,large
13471,2,260,2531.58,0,large
13488,18,422,8968.31,0,large
13495,8,48,2044.87,0,large
13507,4,162,2479.16,0,large
13510,2,115,1791.56,0,large
13521,2,436,1093.65,0,large
13523,34,172,3964.88,0,large
13527,34,223,2287.51,0,large
13534,3,296,5870.08,0,large
13536,2,179,3448.29,0,large
13558,6,175,605.06,0,large
13571,13,341,2092.32,0,large
13576,11,126,6717.34,0,large
13588,16,174,2478.95,0,large
13590,12,87,1981.92,0,large
13596,6,166,697.04,0,large
13599,2,247,5153.67,0,large
13610,13,226,1131.88,0,large
13614,25,201,1610.46,0,large
13629,24,59,7792.36,0,large
13630,6,71,2031.78,0,large
13632,25,146,2121.27,0,large
13644,17,146,2624.26,0,large
13647,10,79,1678.12,0,large
13650,17,96,1836.34,0,large
13658,10,108,2639.17,0,large
13668,3,470,6363.59,0,large
13680,2,195,3722.42,0,large
13685,3,39,3119.44,0,large
13694,4,568,65039.62,0,large
13700,27,197,2265.12,0,large
13704,6,134,2308.06,0,large
13709,4,336,6328.05,0,large
13735,25,196,2885.24,0,large
13736,6,191,731.9,0,large
13742,17,321,3131.02,0,large
13743,3,41,1341.6,0,large
13755,4,342,2161.35,0,large
13756,3,142,5189.52,0,large
13758,12,117,3190.55,0,large
13767,3,368,17220.36,0,large
13769,3,135,2796.51,0,large
13777,1,197,25977.16,0,large
13782,13,115,912.0,0,large
13784,10,31,2462.79,0,large
13798,2,349,37153.85,0,large
13804,31,137,2635.79,0,large
13808,6,76,1747.66,0,large
13822,6,96,632.0,0,large
13831,17,74,2202.99,0,large
13838,6,174,691.73,0,large
13854,9,110,8109.52,0,large
13860,2,76,1245.9,0,large
13862,19,139,2209.36,0,large
13868,8,33,3192.54,0,large
13870,3,115,2770.94,0,large
13871,23,336,6403.25,0,large
13880,22,165,3219.77,0,large
13881,4,178,17159.52,0,large
13882,3,65,1191.13,0,large
13883,11,142,2674.48,0,large
13884,8,59,787.6,0,large
13890,2,110,1883.81,0,large
13895,29,118,2593.07,0,large
13924,2,117,1838.85,0,large
13941,22,45,5112.96,0,large
13949,3,160,2427.32,0,large
13953,8,20,3515.68,0,large
13954,2,25,439.92,0,large
13956,6,152,1026.42,0,large
13969,8,626,9053.94,0,large
13971,19,149,2758.26,0,large
13975,32,338,2526.28,0,large
13983,30,107,2603.43,0,large
13985,5,349,7060.13,0,large
13988,20,234,4147.96,0,large
13994,4,155,2313.14,0,large
13995,16,86,1393.69,0,large
13999,11,208,3901.81,0,large
14004,44,171,4582.64,0,large
14005,10,84,2874.72,0,large
14030,19,243,2360.09,0,large
14031,8,250,17286.86,0,large
14032,3,143,2975.59,0,large
14040,41,235,3614.92,0,large
14049,17,488,5681.72,0,large
14051,1,210,15610.39,0,large
14056,2,1106,8214.65,0,large
14057,24,284,6217.96,0,large
14060,5,202,6140.42,0,large
14062,10,111,10464.85,0,large
14071,4,324,1438.82,0,large
14075,5,43,942.26,0,large
14083,5,181,1018.43,0,large
14085,3,450,4448.54,0,large
14087,3,69,194.42,0,large
14088,11,589,50491.81,0,large
14092,8,214,4076.91,0,large
14096,5,5111,65164.79,0,large
14099,17,250,3104.17,0,large
14102,6,79,1360.28,0,large
14110,4,155,5683.15,0,large
14112,23,160,2915.15,0,large
14113,4,34,1840.42,0,large
14121,4,159,2780.15,0,large
14125,11,167,2740.43,0,large
14129,2,52,1123.86,0,large
14132,3,200,3586.03,0,large
14135,2,134,4690.31,0,large
14138,2,47,982.38,0,large
14140,4,66,935.05,0,large
14141,3,40,915.13,0,large
14146,9,210,4191.0,0,large
14159,20,1204,4693.01,0,large
14178,9,327,1620.93,0,large
14180,11,240,4748.52,0,large
14189,3,265,4654.08,0,large
14191,2,259,4684.76,0,large
14194,5,579,11349.52,0,large
14209,11,87,2073.43,0,large
14215,12,108,1789.72,0,large
14216,4,59,1839.3,0,large
14217,2,100,2004.98,0,large
14221,43,193,3432.8,0,large
14227,27,175,3350.96,0,large
14243,9,141,2588.77,0,large
14250,8,111,1904.05,0,large
14251,2,78,2879.7,0,large
14258,10,111,12669.98,0,large
14262,9,143,2618.23,0,large
14282,4,156,3729.34,0,large
14286,24,280,4628.75,0,large
14290,12,101,2314.65,0,large
14291,2,237,3883.25,0,large
14292,8,100,4871.93,0,large
14293,4,61,1046.56,0,large
14298,9,1637,51527.3,0,large
14299,9,143,3965.62,0,large
14309,9,117,2352.53,0,large
14321,11,123,1530.75,0,large
14329,18,259,5014.84,0,large
14334,17,162,2552.21,0,large
14336,17,90,1614.91,0,large
14367,9,524,9261.52,0,large
14388,11,186,3212.84,0,large
14390,11,286,4652.82,0,large
14395,3,350,3507.71,0,large
14397,3,87,2612.96,0,large
14401,5,182,4051.48,0,large
14408,11,107,2606.53,0,large
14415,2,590,5900.28,0,large
14418,4,124,1937.25,0,large
14419,11,206,1058.06,0,large
14422,1,222,4263.64,0,large
14426,24,224,4481.67,0,large
14428,8,144,1244.83,0,large
14432,10,382,2255.51,0,large
14440,9,55,2357.68,0,large
14441,1,51,1712.89,0,large
14446,1,293,1039.58,0,large
14449,19,258,907.1,0,large
14456,6,970,3062.4,0,large
14482,19,144,2068.15,0,large
14493,8,120,2383.24,0,large
14502,20,624,2470.67,0,large
14503,4,164,3543.26,0,large
14505,18,799,5905.64,0,large
14506,18,316,2012.17,0,large
14511,12,68,1314.81,0,large
14515,18,101,2102.09,0,large
14524,32,203,1867.68,0,large
14525,20,291,4332.2,0,large
14527,3,972,8508.82,0,large
14530,26,216,2925.91,0,large
14534,3,519,4447.05,0,large
14535,61,330,2864.19,0,large
14540,10,76,996.26,0,large
14543,29,72,3630.33,0,large
14544,25,114,2024.45,0,large
14546,6,399,2578.09,0,large
14547,4,366,4007.54,0,large
14554,11,216,2381.04,0,large
14560,8,74,2237.77,0,large
14562,4,423,5074.77,0,large
14572,4,270,2832.84,0,large
14577,13,123,859.71,0,large
14583,6,330,1052.55,0,large
14587,19,383,1601.14,0,large
14591,16,197,1447.14,0,large
14595,20,102,1740.6,0,large
14606,2,2700,12156.65,0,large
14607,16,86,16569.5,0,large
14608,5,20,1785.15,0,large
14621,2,92,1788.36,0,large
14626,24,122,2791.27,0,large
14629,5,152,959.01,0,large
14640,25,106,2125.08,0,large
14649,5,199,1417.29,0,large
14653,2,237,1947.55,0,large
14655,9,49,1932.23,0,large
14659,9,253,2529.93,0,large
14667,11,573,9241.2,0,large
14673,4,74,1736.4,0,large
14680,26,258,28754.11,0,large
14684,26,421,1236.28,0,large
14688,8,327,5630.87,0,large
14696,5,130,2078.95,0,large
14698,2,210,1250.76,0,large
14701,11,335,2549.37,0,large
14702,2,347,3292.14,0,large
14704,12,415,1546.91,0,large
14708,3,28,1126.37,0,large
14709,16,196,4921.04,0,large
14711,11,357,2868.8,0,large
14713,10,339,2666.36,0,large
14719,2,237,1602.13,0,large
14723,11,278,1158.3,0,large
14730,2,501,2005.06,0,large
14732,9,147,2702.49,0,large
14733,17,202,9585.91,0,large
14735,4,194,6065.69,0,large
14737,4,17,1164.55,0,large
14739,5,60,3902.28,0,large
14741,12,59,1400.34,0,large
14755,10,235,5010.28,0,large
14759,5,102,1625.97,0,large
14766,9,135,2473.37,0,large
14769,3,1090,10674.75,0,large
14794,3,80,1319.91,0,large
14796,2,1141,8022.49,0,large
14800,48,385,4339.74,0,large
14808,40,235,2741.17,0,large
14810,41,255,2087.88,0,large
14825,4,121,2226.91,0,large
14849,22,388,7930.54,0,large
14866,11,99,14389.9,0,large
14868,4,144,2953.59,0,large
14869,9,71,725.7,0,large
14871,4,98,522.38,0,large
14878,13,124,1485.54,0,large
14893,10,73,1237.85,0,large
14895,8,498,11138.71,0,large
14897,8,55,1366.38,0,large
14901,12,96,1421.29,0,large
14903,22,355,2810.63,0,large
14904,3,69,1025.44,0,large
14907,4,165,3501.1,0,large
14910,3,30,434.35,0,large
14944,30,170,5900.25,0,large
14952,60,138,8099.49,0,large
14961,11,312,7044.68,0,large
14963,10,198,1487.8,0,large
15005,16,1119,6316.57,0,large
15009,13,182,1261.78,0,large
15021,9,472,1914.82,0,large
15022,12,135,905.04,0,large
15023,4,562,6802.76,0,large
15024,10,155,1661.33,0,large
15031,5,111,668.14,0,large
15033,5,510,2586.67,0,large
15034,16,394,4308.61,0,large
15039,10,1502,19914.44,0,large
15044,20,453,7700.23,0,large
15046,10,206,5213.77,0,large
15053,5,71,697.79,0,large
15058,26,276,2124.99,0,large
15061,4,403,54534.14,0,large
15065,38,155,3158.13,0,large
15073,10,54,1043.41,0,large
15078,8,440,9743.11,0,large
15089,11,145,2420.84,0,large
15093,19,108,4597.02,0,large
15105,19,101,2298.93,0,large
15106,18,100,1422.52,0,large
15113,10,100,3609.33,0,large
15114,31,197,2760.56,0,large
15117,15,79,1551.78,0,large
15123,8,106,2199.31,0,large
15125,26,127,11528.48,0,large
15134,15,73,1387.99,0,large
15136,3,68,1286.7,0,large
15144,9,217,6580.44,0,large
15145,5,67,1194.73,0,large
15150,18,343,5314.47,0,large
15152,10,271,4745.69,0,large
15156,2,55,961.49,0,large
15157,4,125,1936.07,0,large
15159,2,710,18641.01,0,large
15172,9,110,1624.05,0,large
15179,19,93,2206.95,0,large
15187,2,91,4777.18,0,large
15189,2,212,16225.39,0,large
15194,4,310,7616.53,0,large
15203,26,142,1827.8,0,large
15208,2,42,870.12,0,large
15214,2,110,1661.44,0,large
15218,11,166,5756.89,0,large
15237,2,99,1412.32,0,large
15249,32,350,6688.46,0,large
15251,10,111,10484.99,0,large
15271,8,274,2507.07,0,large
15274,5,47,716.57,0,large
15290,5,204,7943.22,0,large
15291,26,103,4668.3,0,large
15296,51,194,3672.86,0,large
15298,3,192,4799.9,0,large
15301,51,243,5070.35,0,large
15311,1,2379,60767.9,0,large
15344,1,26,563.94,0,large
15351,13,225,1960.11,0,large
15356,32,519,2766.5,0,large
15358,5,551,8347.2,0,large
15365,26,114,2314.32,0,large
15373,9,132,2415.91,0,large
15380,9,36,1690.26,0,large
15382,15,302,5955.71,0,large
15392,5,84,1535.53,0,large
15394,10,85,2183.54,0,large
15399,2,50,815.77,0,large
15426,20,292,1447.39,0,large
15427,34,306,1483.14,0,large
15434,9,55,1041.48,0,large
15436,13,329,1122.53,0,large
15443,2,382,3236.91,0,large
15444,10,219,1418.26,0,large
15453,2,286,1388.37,0,large
15465,20,97,7354.62,0,large
15471,3,77,469.48,0,large
15482,16,98,11054.96,0,large
15484,2,188,3594.31,0,large
15493,33,297,2001.8,0,large
15498,3,512,13316.4,0,large
15500,9,68,1131.56,0,large
15502,16,213,10384.93,0,large
15511,12,160,909.23,0,large
15513,34,308,14758.22,0,large
15514,13,178,4139.46,0,large
15520,2,18,343.5,0,large
15521,41,185,3000.2,0,large
15525,3,178,825.92,0,large
15527,19,163,2429.78,0,large
15529,23,672,3995.23,0,large
15531,9,228,2007.44,0,large
15532,26,256,1580.93,0,large
15544,10,259,3546.71,0,large
15547,8,702,4954.84,0,large
15550,5,61,575.63,0,large
15555,13,899,4805.17,0,large
15568,3,53,758.29,0,large
15570,8,323,4165.52,0,large
15572,5,215,2552.86,0,large
15594,16,103,1771.78,0,large
15601,12,410,6776.56,0,large
15602,9,46,1297.87,0,large
15611,10,43,1591.45,0,large
15615,11,423,10399.74,0,large
15621,5,16,1293.03,0,large
15622,44,185,3709.56,0,large
15628,5,155,2870.24,0,large
15632,16,167,3285.31,0,large
15640,5,484,12515.66,0,large
15671,19,78,2657.13,0,large
15676,19,202,3435.76,0,large
15680,10,78,1333.68,0,large
15687,9,166,2993.1,0,large
15694,1,78,6479.4,0,large
15696,34,171,2736.46,0,large
15701,3,237,1542.14,0,large
15708,41,288,3364.24,0,large
15712,10,53,1072.36,0,large
15719,33,937,5045.61,0,large
15727,17,302,5178.96,0,large
15738,19,173,4812.42,0,large
15747,13,93,974.04,0,large
15750,3,293,2465.48,0,large
15752,40,411,2637.38,0,large
15755,11,141,2364.25,0,large
15769,8,130,56252.72,0,large
15782,10,43,2614.74,0,large
15786,47,267,4932.2,0,large
15796,2,133,2711.56,0,large
15804,1,262,4206.39,0,large
15805,24,301,5528.48,0,large
15811,23,133,2218.62,0,large
15814,17,72,1945.33,0,large
15822,4,33,885.47,0,large
15838,12,167,33643.08,0,large
15845,18,138,3711.77,0,large
15854,5,140,2974.65,0,large
15856,5,645,16387.57,0,large
15858,16,191,1438.85,0,large
15861,13,546,3165.36,0,large
15862,9,147,832.88,0,large
15867,6,461,3812.64,0,large
15877,2,129,493.28,0,large
15883,3,49,396.48,0,large
15898,2,86,1388.88,0,large
15903,10,74,5126.76,0,large
15906,20,150,1567.69,0,large
15907,4,249,967.45,0,large
15910,1,267,1232.18,0,large
15916,17,155,1528.09,0,large
15932,5,115,2495.87,0,large
15948,9,60,955.24,0,large
15953,16,98,1659.38,0,large
15955,25,183,4416.26,0,large
15969,3,20,666.1,0,large
15971,18,35,4199.85,0,large
15974,40,176,3442.15,0,large
15981,25,97,3408.48,0,large
15984,3,270,2837.67,0,large
15987,13,140,1451.28,0,large
15993,9,552,2797.57,0,large
15998,37,506,3089.97,0,large
16000,3,9,12393.7,0,large
16003,30,103,2735.37,0,large
16005,13,218,615.39,0,large
16007,48,385,1701.94,0,large
16011,9,212,3362.71,0,large
16013,4,139,37130.6,0,large
16015,4,182,705.39,0,large
16016,4,235,1508.76,0,large
16019,47,160,3786.24,0,large
16029,39,242,81024.84,0,large
16033,6,1137,8816.4,0,large
16057,17,121,2263.12,0,large
16062,10,64,1153.62,0,large
16066,17,102,1521.87,0,large
16076,4,129,2234.73,0,large
16103,8,48,1429.64,0,large
16115,10,284,1667.97,0,large
16126,30,117,6287.77,0,large
16128,18,89,1880.22,0,large
16133,4,338,14589.04,0,large
16143,4,117,2424.94,0,large
16145,9,224,3799.49,0,large
16156,9,130,3122.04,0,large
16161,2,474,5575.56,0,large
16168,11,98,3787.6,0,large
16169,9,85,1822.97,0,large
16173,16,84,1418.32,0,large
16180,101,162,10254.18,0,large
16186,23,218,4006.94,0,large
16187,32,295,6911.44,0,large
16191,3,134,5180.52,0,large
16200,5,179,1080.62,0,large
16201,4,111,1863.47,0,large
16210,2,123,21086.3,0,large
16240,25,135,3718.8,0,large
16241,10,662,2607.87,0,large
16242,9,294,3603.21,0,large
16255,17,270,2619.91,0,large
16258,46,135,5203.51,0,large
16265,10,258,5447.0,0,large
16271,3,133,1429.24,0,large
16283,6,166,1570.81,0,large
16293,22,118,2248.99,0,large
16295,10,79,1328.55,0,large
16303,26,162,5360.63,0,large
16322,2,37,326.75,0,large
16326,6,319,3110.96,0,large
16327,15,319,3844.22,0,large
16333,8,45,26626.8,0,large
16347,12,92,887.65,0,large
16348,33,235,1469.45,0,large
16353,4,94,6675.71,0,large
16358,2,109,2027.5,0,large
16359,8,66,1750.92,0,large
16360,5,662,3512.53,0,large
16361,10,106,896.66,0,large
16368,3,76,497.43,0,large
16369,19,118,1553.66,0,large
16376,9,125,987.01,0,large
16379,5,108,2157.4,0,large
16393,3,330,3046.21,0,large
16401,2,186,4098.32,0,large
16407,13,172,2126.93,0,large
16409,37,232,2028.88,0,large
16422,18,369,34684.4,0,large
16426,3,372,1908.25,0,large
16438,6,132,798.35,0,large
16440,8,282,3640.67,0,large
16442,2,174,616.79,0,large
16446,1,3,168472.5,0,large
16458,3,202,3482.74,0,large
16464,20,236,1314.68,0,large
16474,8,360,1871.5,0,large
16495,4,97,684.41,0,large
16496,9,95,1599.52,0,large
16513,5,35,874.59,0,large
16523,2,290,9418.47,0,large
16525,3,183,13027.45,0,large
16533,20,177,1095.56,0,large
16539,3,45,1388.81,0,large
16549,11,981,4154.64,0,large
16558,1,460,8338.49,0,large
16570,16,126,3738.4,0,large
16592,5,216,4113.68,0,large
16600,5,62,813.52,0,large
16607,18,172,3347.71,0,large
16609,16,276,5493.46,0,large
16626,1,179,4413.1,0,large
16633,18,152,2883.1,0,large
16642,5,34,688.33,0,large
16652,59,118,6773.97,0,large
16655,18,261,3794.52,0,large
16656,23,73,8625.8,0,large
16657,10,208,933.62,0,large
16669,24,160,1374.87,0,large
16670,17,252,4095.9,0,large
16672,3,114,8134.94,0,large
16678,3,163,3109.99,0,large
16682,5,30,1028.0,0,large
16684,5,277,66653.56,0,large
16686,48,585,3062.83,0,large
16688,2,62,1260.86,0,large
16700,9,308,5076.55,0,large
16701,9,144,5398.3,0,large
16705,1,270,14034.99,0,large
16710,20,402,2483.04,0,large
16711,4,22,1651.03,0,large
16712,10,447,3645.43,0,large
16713,19,624,6923.13,0,large
16717,24,199,3858.38,0,large
16719,15,201,1790.42,0,large
16722,18,225,4730.81,0,large
16726,27,185,1382.02,0,large
16729,39,660,7239.92,0,large
16743,30,191,2238.09,0,large
16744,12,242,1304.76,0,large
16745,87,357,7194.3,0,large
16746,5,449,6697.66,0,large
16764,4,706,2799.25,0,large
16767,31,222,5580.6,0,large
16771,34,255,2246.81,0,large
16775,11,158,1695.66,0,large
16779,3,333,10629.72,0,large
16782,11,190,2279.9,0,large
16790,4,93,1545.62,0,large
16791,30,320,1721.78,0,large
16794,2,285,1222.71,0,large
16800,12,164,1201.49,0,large
16813,9,449,1692.98,0,large
16814,15,324,6509.1,0,large
16817,3,86,1604.75,0,large
16818,11,188,3349.57,0,large
16833,2,47,1106.53,0,large
16837,32,165,3170.98,0,large
16839,9,266,16594.35,0,large
16843,43,378,10196.57,0,large
16871,23,137,2812.34,0,large
16873,5,279,7123.62,0,large
16877,13,159,853.72,0,large
16891,2,203,809.7,0,large
16892,2,99,525.54,0,large
16899,8,125,1281.56,0,large
16904,5,710,3754.27,0,large
16905,6,208,3102.43,0,large
16910,5,547,1510.06,0,large
16912,29,101,2575.38,0,large
16923,13,672,7247.61,0,large
16929,4,77,1295.39,0,large
16931,6,898,4604.22,0,large
16933,2,44,563.23,0,large
16938,9,241,2736.38,0,large
16940,53,305,3049.88,0,large
16942,13,281,1920.59,0,large
16945,22,249,4345.5,0,large
16949,4,60,1286.27,0,large
16954,1,54,2085.08,0,large
16966,9,28,2154.97,0,large
16979,4,89,1852.0,0,large
16983,13,148,1931.25,0,large
16984,89,407,4481.35,0,large
16985,18,120,5464.12,0,large
16987,4,129,1625.05,0,large
16992,11,93,1614.31,0,large
17001,1,169,3989.57,0,large
17006,5,44,781.78,0,large
17015,29,217,1842.56,0,large
17017,3,252,8694.26,0,large
17019,12,234,1272.61,0,large
17042,3,98,1044.38,0,large
17049,3,318,5659.98,0,large
17059,30,516,3095.04,0,large
17068,13,296,4552.14,0,large
17069,29,143,2709.7,0,large
17071,29,140,2429.03,0,large
17073,18,174,1446.09,0,large
17084,36,162,2949.75,0,large
17086,8,96,2050.08,0,large
17090,5,63,2043.95,0,large
17091,3,195,3827.76,0,large
17101,11,42,1621.73,0,large
17107,34,418,10815.43,0,large
17114,6,127,808.62,0,large
17119,4,35,606.91,0,large
17131,6,134,2463.17,0,large
17133,16,27,4892.24,0,large
17139,16,478,10668.47,0,large
17144,2,48,984.57,0,large
17160,32,229,3518.03,0,large
17164,33,144,2467.35,0,large
17173,6,86,3766.6,0,large
17183,8,73,3347.31,0,large
17188,12,84,2474.23,0,large
17191,29,237,2095.13,0,large
17203,36,152,3563.85,0,large
17211,27,211,2317.22,0,large
17213,41,157,2781.23,0,large
17218,5,274,1960.72,0,large
17220,25,472,3198.25,0,large
17228,16,208,1906.09,0,large
17231,13,541,3174.32,0,large
17232,3,36,421.52,0,large
17236,13,105,916.13,0,large
17238,3,566,3744.65,0,large
17243,2,400,8676.85,0,large
17250,4,57,384.52,0,large
17254,5,112,272.44,0,large
17266,3,80,310.64,0,large
17288,10,142,1419.73,0,large
17290,4,102,525.24,0,large
17293,9,135,1875.11,0,large
17306,11,66,8631.31,0,large
17314,25,131,2527.92,0,large
17315,2,473,6292.26,0,large
17321,9,107,700.86,0,large
17323,16,200,921.07,0,large
17338,18,753,6643.93,0,large
17340,30,407,12353.29,0,large
17346,4,500,2676.56,0,large
17348,15,215,1159.52,0,large
17350,9,71,1286.07,0,large
17364,1,411,4481.18,0,large
17365,13,468,4801.56,0,large
17368,24,111,1912.67,0,large
17377,24,418,4100.92,0,large
17381,9,109,20275.61,0,large
17386,8,28,2686.42,0,large
17389,1,213,31833.68,0,large
17402,5,59,2633.85,0,large
17405,2,82,1031.41,0,large
17412,3,66,1258.06,0,large
17416,30,269,6893.42,0,large
17419,12,206,4226.57,0,large
17422,17,117,1979.37,0,large
17426,9,271,5037.26,0,large
17428,1,328,17256.85,0,large
17434,3,134,2373.82,0,large
17449,3,277,2520.86,0,large
17450,9,337,194550.79,0,large
17451,2,100,1721.4,0,large
17463,17,215,1896.41,0,large
17469,17,88,1870.97,0,large
17481,4,82,1255.59,0,large
17490,1,76,2092.32,0,large
17491,2,109,3558.87,0,large
17503,3,38,558.96,0,large
17509,58,366,6115.14,0,large
17511,3,963,91062.38,0,large
17512,29,105,2924.99,0,large
17519,18,82,1844.02,0,large
17522,2,73,1070.71,0,large
17526,5,19,1195.9,0,large
17528,2,253,3628.5,0,large
17530,2,394,2385.0,0,large
17554,2,88,1952.45,0,large
17566,9,152,901.21,0,large
17567,8,165,4331.48,0,large
17576,9,411,3622.68,0,large
17579,5,50,448.9,0,large
17581,1,440,11045.04,0,large
17584,8,35,1242.3,0,large
17590,3,201,1479.22,0,large
17593,4,213,3927.34,0,large
17596,24,270,2827.93,0,large
17602,3,560,5102.97,0,large
17611,8,576,3984.22,0,large
17613,23,312,4559.15,0,large
17618,6,78,971.58,0,large
17625,19,315,2047.0,0,large
17629,6,123,1814.12,0,large
17631,2,39,528.33,0,large
17634,37,297,2361.97,0,large
17644,2,157,2895.64,0,large
17651,12,232,3945.0,0,large
17652,26,259,4867.72,0,large
17655,11,91,2638.94,0,large
17659,18,158,2999.46,0,large
17673,2,227,1629.12,0,large
17675,2,705,20374.28,0,large
17676,5,78,1387.68,0,large
17677,2,304,16363.23,0,large
17682,11,118,2474.33,0,large
17685,17,130,3191.53,0,large
17686,8,286,5739.46,0,large
17690,31,256,4757.95,0,large
17700,17,142,2534.64,0,large
17705,4,103,1823.52,0,large
17706,5,382,10504.49,0,large
17716,23,245,5655.99,0,large
17719,38,274,5396.04,0,large
17725,17,192,3439.08,0,large
17728,4,165,2876.01,0,large
17730,4,218,5298.48,0,large
17735,3,690,13110.02,0,large
17738,20,97,1879.05,0,large
17739,12,47,2791.35,0,large
17744,4,136,2322.4,0,large
17750,6,193,1797.57,0,large
17754,1,92,1772.26,0,large
17757,2,741,5605.29,0,large
17758,20,412,3456.7,0,large
17768,9,105,2273.18,0,large
17769,13,310,3997.98,0,large
17790,27,190,1965.55,0,large
17799,23,408,3055.93,0,large
17809,17,61,5411.91,0,large
17811,5,851,7837.73,0,large
17812,13,141,732.16,0,large
17813,15,371,1770.88,0,large
17827,6,220,1995.46,0,large
17830,2,23,398.7,0,large
17835,3,61,350.64,0,large
17838,27,121,2779.3,0,large
17841,2,7847,40991.57,0,large
17856,2,15,1418.03,0,large
17857,5,54,26879.04,0,large
17858,6,199,5155.66,0,large
17861,4,222,2100.8,0,large
17865,31,370,10526.32,0,large
17870,3,279,1894.35,0,large
17883,4,145,671.77,0,large
17884,4,117,717.45,0,large
17914,4,80,336.43,0,large
17920,5,696,4204.1,0,large
17924,12,31,2962.5,0,large
17936,6,77,389.84,0,large
17937,9,43,4301.22,0,large
17949,2,70,58510.48,0,large
17954,6,485,2332.72,0,large
17961,22,249,1296.44,0,large
17965,38,329,2622.57,0,large
17975,16,296,4488.81,0,large
18041,12,472,4183.39,0,large
18044,5,127,2088.6,0,large
18055,8,360,6784.19,0,large
18065,6,137,2392.83,0,large
18069,27,470,2036.67,0,large
18075,24,142,2611.75,0,large
18077,9,227,2633.01,0,large
18092,3,89,9068.26,0,large
18096,12,213,911.15,0,large
18097,8,108,2697.8,0,large
18102,1,431,259657.3,0,large
18109,2,444,8052.97,0,large
18118,11,1279,5653.82,0,large
18122,9,364,1826.21,0,large
18139,18,159,8438.34,0,large
18144,8,43,2888.75,0,large
18145,13,221,2861.55,0,large
18156,13,140,734.94,0,large
18161,16,80,1618.69,0,large
18172,15,189,7561.68,0,large
18179,10,90,1793.17,0,large
