CustomerID,Recency,Frequency,Monetary,Cluster,CustomerType
13887,205,19,349.55,1,small
13889,93,15,416.9,1,small
13893,298,21,821.1,1,small
13897,51,17,311.16,1,small
13898,326,12,155.93,1,small
13917,50,18,272.04,1,small
13922,352,7,172.25,1,small
13923,54,20,351.13,1,small
13926,24,11,223.85,1,small
13927,75,21,348.99,1,small
13929,170,9,842.65,1,small
13930,58,17,337.34,1,small
13932,295,16,307.4,1,small
13936,180,26,376.58,1,small
13937,170,9,158.85,1,small
13938,36,7,71.66,1,small
13946,80,11,561.57,1,small
13947,66,5,90.6,1,small
13948,361,3,102.0,1,small
13955,155,33,322.96,1,small
13960,22,12,230.22,1,small
13962,22,11,169.55,1,small
13963,309,35,664.54,1,small
13967,146,2,80.7,1,small
13972,71,15,190.25,1,small
13973,288,11,264.7,1,small
13976,207,10,357.98,1,small
13978,15,15,196.79,1,small
13980,61,11,200.14,1,small
13990,214,16,311.3,1,small
13992,31,5,76.8,1,small
14000,212,15,635.66,1,small
14012,278,11,328.8,1,small
14021,156,22,631.9,1,small
14022,226,28,440.0,1,small
14024,122,16,327.7,1,small
14027,61,6,104.82,1,small
14029,64,15,467.66,1,small
14036,285,38,626.65,1,small
14037,177,28,147.2,1,small
14039,34,6,152.2,1,small
14041,267,21,141.41,1,small
14045,110,6,1659.75,1,small
14046,285,14,154.99,1,small
14053,125,4,260.25,1,small
14054,66,6,92.46,1,small
14055,107,10,725.64,1,small
14059,267,8,183.6,1,small
14066,267,7,152.55,1,small
14068,321,24,265.85,1,small
14073,33,13,151.04,1,small
14076,130,46,122.47,1,small
14079,125,12,375.1,1,small
14080,33,4,45.6,1,small
14082,365,29,182.25,1,small
14089,57,14,161.0,1,small
14090,325,1,76.32,1,small
14098,37,21,147.35,1,small
14100,138,26,194.9,1,small
14104,155,21,216.21,1,small
14109,73,9,144.2,1,small
14114,274,15,386.53,1,small
14117,144,3,90.0,1,small
14124,85,5,419.58,1,small
14142,374,22,311.81,1,small
14143,134,7,115.8,1,small
14147,79,5,483.4,1,small
14148,234,3,157.2,1,small
14149,221,28,446.62,1,small
14155,267,6,118.75,1,small
14162,174,25,289.36,1,small
14165,276,25,122.54,1,small
14174,34,26,134.46,1,small
14176,298,31,576.9,1,small
14185,332,3,197.65,1,small
14195,202,7,1012.0,1,small
14196,107,6,335.52,1,small
14199,219,2,185.4,1,small
14206,240,20,328.16,1,small
14208,95,10,151.74,1,small
14212,90,9,1070.48,1,small
14218,43,12,169.48,1,small
14219,5,7,89.94,1,small
14220,248,21,632.4,1,small
14236,81,15,490.86,1,small
14237,374,9,161.0,1,small
14238,327,8,146.85,1,small
14241,184,10,213.7,1,small
14242,235,16,280.55,1,small
14247,279,20,136.77,1,small
14248,319,8,302.58,1,small
14259,142,5,120.0,1,small
14264,155,17,333.97,1,small
14270,332,29,492.65,1,small
14271,226,10,112.32,1,small
14280,197,8,134.04,1,small
14287,9,9,176.63,1,small
14288,214,16,426.6,1,small
14295,41,5,166.2,1,small
14300,19,3,43.2,1,small
14301,118,13,640.14,1,small
14304,223,17,383.45,1,small
14311,243,20,310.26,1,small
14314,107,8,120.0,1,small
14320,207,31,477.79,1,small
14326,243,8,183.85,1,small
14327,164,12,311.65,1,small
14331,125,28,462.66,1,small
14333,68,15,415.2,1,small
14339,243,14,309.52,1,small
14340,219,6,134.7,1,small
14345,39,6,108.98,1,small
14348,261,18,409.57,1,small
14350,275,18,282.93,1,small
14351,165,1,51.0,1,small
14353,216,6,90.6,1,small
14354,6,9,163.62,1,small
14355,366,11,174.4,1,small
14368,320,8,155.0,1,small
14371,296,4,100.5,1,small
14373,359,4,76.55,1,small
14377,192,11,617.05,1,small
14386,297,7,142.4,1,small
14393,219,5,67.95,1,small
14400,150,25,574.7,1,small
14406,120,8,156.75,1,small
14411,311,14,1063.0,1,small
14413,363,23,122.7,1,small
14420,100,29,387.52,1,small
14423,219,3,265.2,1,small
14424,18,1,322.08,1,small
14427,51,17,363.34,1,small
14431,303,17,470.36,1,small
14436,99,9,89.06,1,small
14437,366,5,63.0,1,small
14438,307,9,131.9,1,small
14453,191,22,119.93,1,small
14457,311,4,113.64,1,small
14460,111,16,434.34,1,small
14463,99,6,529.62,1,small
14473,75,7,234.34,1,small
14476,258,19,215.7,1,small
14479,254,18,316.25,1,small
14483,282,9,137.1,1,small
14484,51,14,321.92,1,small
14489,208,30,463.38,1,small
14491,176,17,340.93,1,small
14494,26,7,139.56,1,small
14495,51,6,123.8,1,small
14496,312,19,538.81,1,small
14497,310,29,475.37,1,small
14500,89,7,356.85,1,small
14501,184,10,251.21,1,small
14512,188,23,275.28,1,small
14513,101,12,455.59,1,small
14518,65,16,174.37,1,small
14523,109,12,241.09,1,small
14536,260,19,171.8,1,small
14537,58,10,355.56,1,small
14538,65,19,388.25,1,small
14542,186,5,103.25,1,small
14548,151,4,652.8,1,small
14549,312,56,289.24,1,small
14551,19,10,186.23,1,small
14552,152,58,165.07,1,small
14555,58,21,324.14,1,small
14570,281,29,218.06,1,small
14576,373,1,35.4,1,small
14581,17,17,138.6,1,small
14582,41,6,114.11,1,small
14585,51,29,157.05,1,small
14586,277,19,237.36,1,small
14589,372,3,39.75,1,small
14600,306,25,393.33,1,small
14601,11,7,213.96,1,small
14603,275,2,660.0,1,small
14609,73,4,601.56,1,small
14616,243,3,406.08,1,small
14619,246,20,394.44,1,small
14620,206,26,412.78,1,small
14622,185,21,320.58,1,small
14624,58,13,225.85,1,small
14632,263,8,114.56,1,small
14633,267,20,344.9,1,small
14638,51,16,443.6,1,small
14641,22,7,110.46,1,small
14642,59,2,96.12,1,small
14647,202,30,243.22,1,small
14652,78,29,114.18,1,small
14660,87,30,285.74,1,small
14661,27,4,107.95,1,small
14666,25,14,195.25,1,small
14681,72,7,498.95,1,small
14682,188,2,52.0,1,small
14687,107,15,628.38,1,small
14689,209,13,112.8,1,small
14693,265,8,172.9,1,small
14697,219,22,188.61,1,small
14699,215,8,109.13,1,small
14705,199,1,179.0,1,small
14714,25,10,160.19,1,small
14722,148,29,187.92,1,small
14727,275,10,268.58,1,small
14729,374,71,313.49,1,small
14747,250,18,328.2,1,small
14752,44,5,389.64,1,small
14757,76,19,420.5,1,small
14760,298,5,89.2,1,small
14761,59,11,255.9,1,small
14762,264,21,300.52,1,small
14764,47,6,278.3,1,small
14768,18,5,192.6,1,small
14772,113,9,139.26,1,small
14779,281,41,386.15,1,small
14782,320,6,200.1,1,small
14784,27,15,289.99,1,small
14785,11,3,77.4,1,small
14789,29,6,197.64,1,small
14792,64,2,6.2,1,small
14793,22,14,228.99,1,small
14795,167,6,131.45,1,small
14798,53,12,173.74,1,small
14799,52,13,157.7,1,small
14806,76,11,193.39,1,small
14813,370,30,155.43,1,small
14816,198,4,271.85,1,small
14819,65,13,272.07,1,small
14821,367,2,48.8,1,small
14836,11,6,102.45,1,small
14840,268,4,62.85,1,small
14847,149,13,309.4,1,small
14850,312,21,325.75,1,small
14853,25,9,475.8,1,small
14855,120,20,645.65,1,small
14860,20,11,170.32,1,small
14861,53,6,125.79,1,small
14863,30,11,266.76,1,small
14865,8,4,52.2,1,small
14870,262,13,327.25,1,small
14873,211,28,519.68,1,small
14885,132,15,765.32,1,small
14886,253,18,364.8,1,small
14887,80,6,1862.0,1,small
14888,208,20,369.2,1,small
14889,337,10,135.9,1,small
14890,254,7,125.65,1,small
14905,158,17,616.15,1,small
14908,75,9,277.8,1,small
14915,92,12,307.48,1,small
14924,246,10,310.05,1,small
14929,33,11,223.88,1,small
14946,15,3,100.9,1,small
14947,73,14,290.82,1,small
14951,80,20,311.69,1,small
14957,254,12,58.49,1,small
14962,271,5,126.7,1,small
14964,248,13,206.21,1,small
14967,50,6,463.8,1,small
14972,129,18,114.77,1,small
14974,38,21,114.39,1,small
14975,58,11,279.94,1,small
14981,247,8,102.12,1,small
14987,16,4,326.4,1,small
14988,212,40,334.54,1,small
15007,160,12,156.91,1,small
15016,173,20,170.04,1,small
15017,34,20,125.58,1,small
15019,267,70,266.0,1,small
15030,72,7,518.28,1,small
15035,90,27,252.73,1,small
15041,171,67,180.35,1,small
15042,200,5,135.93,1,small
15043,32,3,537.0,1,small
15045,152,12,735.66,1,small
15047,270,22,343.62,1,small
15049,274,3,121.17,1,small
15052,320,30,215.78,1,small
15063,214,5,370.8,1,small
15070,373,1,106.2,1,small
15083,257,5,88.2,1,small
15087,282,15,306.94,1,small
15090,309,23,381.32,1,small
15092,216,26,457.81,1,small
15096,43,11,219.39,1,small
15099,85,23,410.48,1,small
15100,334,3,876.0,1,small
15107,312,16,319.5,1,small
15109,246,28,484.95,1,small
15118,135,1,244.8,1,small
15119,246,14,266.4,1,small
15120,134,21,358.82,1,small
15124,23,15,184.19,1,small
15127,66,16,406.53,1,small
15130,170,22,330.11,1,small
15135,240,9,139.05,1,small
15139,240,13,178.96,1,small
15143,226,14,259.45,1,small
15147,241,28,623.5,1,small
15149,134,23,520.8,1,small
15158,46,7,401.4,1,small
15160,358,4,158.16,1,small
15165,374,27,487.75,1,small
15167,321,41,163.0,1,small
15168,26,5,106.56,1,small
15171,332,5,1289.5,1,small
15174,323,11,135.75,1,small
15175,72,23,224.14,1,small
15178,261,3,40.5,1,small
15180,368,6,87.5,1,small
15185,71,21,310.62,1,small
15198,93,10,193.64,1,small
15204,358,9,316.58,1,small
15210,226,20,331.18,1,small
15212,242,5,101.8,1,small
15213,319,24,328.35,1,small
15216,88,2,96.6,1,small
15219,177,9,305.75,1,small
15221,367,5,403.25,1,small
15222,319,5,585.0,1,small
15223,226,20,755.75,1,small
15224,359,14,322.08,1,small
15225,235,23,409.4,1,small
15226,311,8,154.41,1,small
15230,240,23,429.6,1,small
15234,277,14,197.0,1,small
15236,299,15,321.05,1,small
15243,75,22,316.68,1,small
15246,239,33,514.15,1,small
15247,123,6,356.0,1,small
15254,128,18,300.36,1,small
15256,149,6,98.45,1,small
15257,284,7,317.15,1,small
15261,136,19,254.82,1,small
15262,324,10,178.95,1,small
15263,107,12,156.51,1,small
15266,339,6,119.3,1,small
15269,24,2,408.8,1,small
15276,67,52,135.31,1,small
15277,47,12,255.9,1,small
15279,355,19,290.51,1,small
15280,173,16,113.12,1,small
15286,50,3,240.55,1,small
15292,202,25,180.94,1,small
15303,291,31,574.02,1,small
15307,96,12,205.3,1,small
15308,275,19,310.47,1,small
15313,111,1,52.0,1,small
15314,200,24,327.97,1,small
15316,327,1,165.0,1,small
15319,284,16,204.5,1,small
15325,104,49,162.29,1,small
15326,334,29,311.71,1,small
15327,53,10,208.75,1,small
15333,209,16,1028.56,1,small
15335,54,36,173.97,1,small
15342,130,24,406.09,1,small
15343,88,21,364.5,1,small
15346,333,17,252.42,1,small
15347,367,5,201.6,1,small
15348,73,9,158.04,1,small
15350,374,5,115.65,1,small
15355,30,14,277.05,1,small
15360,40,13,427.93,1,small
15361,362,7,418.92,1,small
15363,373,16,326.0,1,small
15368,22,4,446.94,1,small
15374,129,3,168.0,1,small
15381,214,8,596.85,1,small
15385,41,12,316.88,1,small
15386,187,31,394.14,1,small
15389,173,1,500.0,1,small
15393,17,12,231.86,1,small
15395,326,7,107.45,1,small
15396,113,14,288.18,1,small
15397,290,6,94.0,1,small
15400,93,12,716.2,1,small
15405,190,8,349.1,1,small
15408,265,34,267.18,1,small
15412,172,10,190.53,1,small
15419,25,8,135.86,1,small
15422,324,6,97.7,1,small
15423,39,2,43.5,1,small
15424,255,17,383.34,1,small
15428,16,6,93.78,1,small
15432,24,10,171.19,1,small
15437,263,45,200.16,1,small
15438,132,25,156.58,1,small
15442,249,2,594.0,1,small
15445,265,5,113.5,1,small
15447,331,9,155.17,1,small
15448,313,28,494.64,1,small
15454,363,25,179.1,1,small
15457,263,58,237.07,1,small
15458,26,7,161.64,1,small
15460,355,58,216.76,1,small
15462,95,11,234.6,1,small
15463,30,7,126.14,1,small
15488,93,2,91.32,1,small
15503,363,70,147.09,1,small
15504,82,13,52.83,1,small
15510,331,1,250.0,1,small
15512,156,7,121.0,1,small
15516,45,15,62.43,1,small
15517,234,27,267.03,1,small
15523,85,10,412.01,1,small
15524,25,1,440.0,1,small
15526,34,4,148.44,1,small
15528,255,26,229.33,1,small
15537,164,24,110.92,1,small
15541,115,29,85.13,1,small
15543,289,28,127.86,1,small
15552,218,17,90.12,1,small
15554,278,14,217.2,1,small
15562,352,1,134.55,1,small
15565,51,8,173.16,1,small
15567,19,7,186.01,1,small
15577,152,39,258.88,1,small
15578,163,13,127.1,1,small
15585,177,31,455.3,1,small
15587,51,9,913.68,1,small
15589,256,29,478.53,1,small
15593,71,5,199.8,1,small
15598,54,14,240.68,1,small
15603,79,2,48.48,1,small
15604,53,17,216.39,1,small
15607,337,13,104.76,1,small
15609,185,16,298.48,1,small
15610,52,6,112.46,1,small
15612,37,6,195.15,1,small
15619,11,3,336.4,1,small
15623,142,19,301.03,1,small
15637,53,15,223.36,1,small
15639,135,25,425.32,1,small
15648,205,25,657.35,1,small
15649,337,2,816.0,1,small
15652,92,21,337.74,1,small
15653,93,6,877.44,1,small
15655,244,34,560.67,1,small
15657,23,1,30.0,1,small
15659,44,11,306.45,1,small
15661,318,5,309.8,1,small
15663,107,9,138.14,1,small
15664,51,17,386.43,1,small
15667,40,13,301.32,1,small
15668,218,1,76.32,1,small
15670,297,12,173.05,1,small
15675,82,21,323.69,1,small
15678,53,12,352.7,1,small
15683,118,10,193.75,1,small
15689,120,9,254.1,1,small
15691,253,2,136.8,1,small
15692,29,12,191.04,1,small
15695,267,22,409.98,1,small
15703,265,5,211.5,1,small
15705,202,6,143.1,1,small
15709,284,6,133.25,1,small
15713,144,19,356.7,1,small
15717,235,7,150.3,1,small
15723,365,41,203.1,1,small
15724,202,11,218.25,1,small
15729,213,5,85.0,1,small
15732,213,14,294.12,1,small
15733,283,10,162.3,1,small
15739,67,8,449.12,1,small
15740,50,9,154.88,1,small
15744,78,3,34.8,1,small
15746,135,28,196.88,1,small
15748,41,21,149.31,1,small
15753,305,1,79.2,1,small
15758,25,9,205.25,1,small
15759,219,7,253.04,1,small
15766,65,11,315.06,1,small
15774,69,25,270.8,1,small
15775,246,7,104.9,1,small
15776,134,18,241.62,1,small
15777,242,21,1047.11,1,small
15780,184,29,475.28,1,small
15789,359,25,351.3,1,small
15802,143,1,451.42,1,small
15803,52,8,415.82,1,small
15820,320,17,206.98,1,small
15823,373,1,15.0,1,small
15825,173,20,532.94,1,small
15836,51,10,137.37,1,small
15843,304,8,118.95,1,small
15844,47,11,130.74,1,small
15852,187,22,160.71,1,small
15853,52,30,110.8,1,small
15863,26,18,68.84,1,small
15866,102,45,230.53,1,small
15869,278,15,149.64,1,small
15881,313,29,501.39,1,small
15882,199,23,516.36,1,small
15885,93,18,379.35,1,small
15886,61,12,181.09,1,small
15888,81,12,168.31,1,small
15894,254,41,263.55,1,small
15895,150,11,179.17,1,small
15897,195,24,222.05,1,small
15899,369,4,56.25,1,small
15909,174,7,191.94,1,small
15912,179,19,264.62,1,small
15917,248,12,123.1,1,small
15918,191,40,334.23,1,small
15920,155,60,167.5,1,small
15921,173,25,336.03,1,small
15922,374,11,369.5,1,small
15923,373,21,127.08,1,small
15925,195,12,207.15,1,small
15930,68,21,426.63,1,small
15935,240,12,416.86,1,small
15937,65,7,145.35,1,small
15938,113,18,404.58,1,small
15940,312,1,35.8,1,small
15942,134,14,337.44,1,small
15944,277,6,325.1,1,small
15945,366,2,181.0,1,small
15958,75,7,104.35,1,small
15970,304,11,314.1,1,small
15973,367,4,307.82,1,small
15975,85,24,371.01,1,small
15986,31,14,168.12,1,small
15992,4,3,41.99,1,small
16006,212,8,101.4,1,small
16030,310,29,331.24,1,small
16034,197,22,437.7,1,small
16048,374,8,256.44,1,small
16050,174,10,137.9,1,small
16055,221,8,134.8,1,small
16063,261,23,335.32,1,small
16072,289,23,584.32,1,small
16073,298,1,122.4,1,small
16078,284,1,79.2,1,small
16080,82,10,217.16,1,small
16084,300,38,436.18,1,small
16091,155,18,315.06,1,small
16093,107,1,17.0,1,small
16096,265,12,320.62,1,small
16097,241,10,185.05,1,small
16105,249,13,336.96,1,small
16106,66,6,108.38,1,small
16109,219,18,611.88,1,small
16112,144,16,195.74,1,small
16113,184,30,161.38,1,small
16114,171,8,135.75,1,small
16117,190,30,232.21,1,small
16123,52,16,307.78,1,small
16124,318,11,249.0,1,small
16125,368,13,289.35,1,small
16135,263,21,517.55,1,small
16142,250,37,535.34,1,small
16144,247,1,175.2,1,small
16147,134,22,375.0,1,small
16148,297,1,76.32,1,small
16159,282,14,348.2,1,small
16162,253,2,37.4,1,small
16163,233,6,856.6,1,small
16171,60,3,73.2,1,small
16177,51,15,331.95,1,small
16178,139,8,197.9,1,small
16179,61,11,215.83,1,small
16181,74,11,305.54,1,small
16183,68,15,338.71,1,small
16189,16,11,215.48,1,small
16190,41,6,215.08,1,small
16193,237,19,314.45,1,small
16198,76,15,400.68,1,small
16202,361,18,365.27,1,small
16213,79,6,159.0,1,small
16215,81,14,242.35,1,small
16217,236,15,304.25,1,small
16226,204,8,255.12,1,small
16227,226,6,314.22,1,small
16236,79,20,432.2,1,small
16239,57,19,414.2,1,small
16247,171,16,114.56,1,small
16248,62,7,152.94,1,small
16250,262,24,389.44,1,small
16256,267,13,752.43,1,small
16257,177,2,46.95,1,small
16272,117,25,411.7,1,small
16274,374,67,357.95,1,small
16275,197,33,559.87,1,small
16276,177,6,810.6,1,small
16282,340,11,168.3,1,small
16287,170,8,142.5,1,small
16292,122,17,302.25,1,small
16297,269,20,301.9,1,small
16302,127,11,233.22,1,small
16305,139,22,361.22,1,small
16315,331,14,226.37,1,small
16319,218,3,404.4,1,small
16323,197,1,207.5,1,small
16337,37,10,151.05,1,small
16338,158,11,214.8,1,small
16339,285,20,109.95,1,small
16342,76,15,322.41,1,small
16344,159,2,101.1,1,small
16349,291,9,53.5,1,small
16351,333,8,153.9,1,small
16356,198,31,211.77,1,small
16363,54,5,109.36,1,small
16377,268,5,676.2,1,small
16378,248,23,362.95,1,small
16387,323,4,94.36,1,small
16392,270,45,221.19,1,small
16400,95,29,303.93,1,small
16402,265,60,299.6,1,small
16403,313,10,177.5,1,small
16405,303,5,167.25,1,small
16412,54,35,151.83,1,small
16414,22,7,126.25,1,small
16424,192,5,133.56,1,small
16425,303,21,302.7,1,small
16427,264,9,241.06,1,small
16429,107,2,284.55,1,small
16430,58,6,300.85,1,small
16432,65,8,287.4,1,small
16433,29,17,184.26,1,small
16447,136,36,259.01,1,small
16448,199,20,188.89,1,small
16450,150,11,311.92,1,small
16451,88,14,266.97,1,small
16454,45,2,6.9,1,small
16457,219,9,208.36,1,small
16461,178,33,151.42,1,small
16462,74,3,136.0,1,small
16468,75,2,74.9,1,small
16471,275,13,223.95,1,small
16473,165,18,316.11,1,small
16483,193,19,139.35,1,small
16484,174,25,404.3,1,small
16498,162,15,100.97,1,small
16499,361,19,365.45,1,small
16505,32,4,777.6,1,small
16506,20,3,90.3,1,small
16509,297,13,363.7,1,small
16510,373,13,248.1,1,small
16516,31,6,101.7,1,small
16517,278,17,162.7,1,small
16519,26,13,215.08,1,small
16526,172,15,290.36,1,small
16527,82,14,228.06,1,small
16529,191,30,455.25,1,small
16542,54,5,119.62,1,small
16545,165,3,339.3,1,small
16546,291,25,787.15,1,small
16552,243,17,379.73,1,small
16555,36,17,285.89,1,small
16557,25,11,281.85,1,small
16565,365,3,173.7,1,small
16569,4,5,124.2,1,small
16581,183,9,105.84,1,small
16582,114,6,313.62,1,small
16583,374,14,233.45,1,small
16586,249,8,463.95,1,small
16587,233,13,225.15,1,small
16591,69,10,213.5,1,small
16596,16,12,250.15,1,small
16597,5,7,90.04,1,small
16598,286,10,145.05,1,small
16610,220,6,75.66,1,small
16611,187,10,129.49,1,small
